Source,14872237,56652148,57099808,151123001,213969309,214413743,235910394,262230432,265618431,273538402,321021481,353786894,507672047,516464106,537951506,950341134,2375037612,3143321146
14872237,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
56652148,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
57099808,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
151123001,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
213969309,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214413743,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
235910394,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
262230432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
265618431,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
273538402,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
321021481,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
353786894,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1
507672047,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
516464106,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
537951506,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
950341134,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2375037612,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3143321146,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
